mshs;balance
21054;0
24209;0
26702;0
26189;0
26261;0
30060;0
27236;0
20821;0
20880;0
26373;0
26606;0
26696;0
29445;0
20967;0
25761;0
25557;0
26754;0
26556;0
26879;0
26529;0
20905;0
20701;0
21096;0
29160;0
26492;0
29243;0
25718;0
25688;0
27106;0
26371;0
25740;0
27134;0
29217;0
21043;0
21039;0
25641;0
29193;0
29420;0
20918;0
26300;0
20863;0
22347;0
25599;0
26498;0
26804;0
25546;0
26463;0
26571;0
26386;0
26203;0
29676;0
25707;0
25743;0
25995;0
23997;0
29236;0
25958;0
27163;0
26550;0
25975;0
26607;0
26663;0
27194;0
25690;0
20469;0
26036;0
25689;0
25751;0
25570;0
26670;0
26851;0
26802;0
26722;0
26428;0
26238;0
26355;0
29414;0
25578;0
26250;0
26652;0
26775;0
29392;0
25625;0
29373;0
21044;0
28268;0
26273;0
29651;0
26110;0
25829;0
26009;0
26732;0
26770;0
29408;0
27141;0
27135;0
25952;0
20376;0
26445;0
25729;0
25502;0
26308;0
26014;0
26268;0
25883;0
25683;0
20396;0
29101;0
26149;0
25556;0
26458;0
25691;0
25664;0
25821;0
25964;0
25780;0
20564;0
25765;0
26264;0
26436;0
26876;0
25846;0
20755;0
26746;0
20766;0
26480;0
27289;0
26003;0
26765;0
27183;0
20432;0
25682;0
25564;0
26850;0
25766;0
30781;0
25957;0
27272;0
26391;0
27108;0
20989;0
25647;0
25972;0
29112;0
27181;0
25677;0
25861;0
27166;0
26655;0
25590;0
27284;0
25577;0
26192;0
25675;0
26115;0
26188;0
23986;0
28775;0
23995;0
26368;0
30780;0
26134;0
29267;0
27259;0
25752;0
25991;0
25800;0
26741;0
26412;0
27102;0
25973;0
26637;0
27190;0
26514;0
25990;0
20849;0
26410;0
26356;0
20662;0
25573;0
26241;0
20874;0
29117;0
27214;0
20758;0
26006;0
25629;0
29038;0
25798;0
25612;0
26365;0
25666;0
25509;0
26296;0
26826;0
26269;0
26383;0
28991;0
26360;0
20920;0
27148;0
27232;0
26085;0
26667;0
26146;0
27095;0
26167;0
25692;0
20778;0
21131;0
26377;0
25584;0
27869;0
26260;0
26852;0
25601;0
26398;0
20759;0
20935;0
26542;0
26312;0
26394;0
25745;0
20910;0
26272;0
25987;0
25874;0
26023;0
20458;0
20861;0
25591;0
26207;0
26229;0
26661;0
29404;0
30835;0
26813;0
20624;0
26286;0
26344;0
26473;0
26108;0
26160;0
26440;0
29443;0
26413;0
25663;0
26880;0
26397;0
26510;0
26256;0
27279;0
26823;0
20531;0
26683;0
27146;0
26027;0
26353;0
27318;0
26824;0
28744;0
26657;0
25709;0
26585;0
26924;0
21104;0
26837;0
29416;0
20941;0
26056;0
25726;0
29120;0
29444;0
29190;0
26405;0
26282;0
21027;0
26361;0
25893;0
27077;0
20734;0
25869;0
20742;0
26678;0
26291;0
26016;0
29573;0
20507;0
27235;0
25786;0
26433;0
20997;0
26170;0
27614;0
29405;0
20697;0
26719;0
29356;0
26233;0
20909;0
26019;0
27143;0
20630;0
20620;0
26032;0
26295;0
26150;0
26613;0
26409;0
21086;0
20899;0
25637;0
25999;0
26907;0
26717;0
26198;0
26426;0
26366;0
26330;0
21062;0
20869;0
25762;0
29400;0
26172;0
26612;0
27171;0
27204;0
26739;0
26730;0
27198;0
20769;0
26306;0
26403;0
27532;0
26649;0
25618;0
25778;0
27250;0
27251;0
25624;0
21019;0
29100;0
25779;0
25950;0
27255;0
25986;0
21136;0
25938;0
26841;0
26807;0
26883;0
27137;0
26854;0
26245;0
26902;0
25966;0
26090;0
26869;0
21161;0
27186;0
26838;0
26626;0
26276;0
26578;0
27308;0
26587;0
28897;0
30797;0
20552;0
26089;0
26331;0
26893;0
28117;-40000
25681;-2540000
29744;-2832000
30345;-4290000
21094;-4360000
22966;-5480000
30887;-5480000
30929;-5480000
20983;-5690000
28233;-5850000
28745;-5850000
29087;-5850000
22061;-5850000
21586;-5850000
27954;-5850000
28638;-5850000
21914;-5850000
28951;-5850000
29088;-5850000
25597;-6620000
22324;-6770000
20973;-6770000
28199;-9030000
27855;-9265000
27452;-9392000
27314;-9410000
30217;-9680000
23848;-9680000
29985;-9680000
23927;-9680000
28144;-10150000
28491;-10150000
28293;-10150000
27449;-10150000
28844;-10150000
30882;-10150000
27360;-10150000
27486;-10150000
28783;-10150000
28533;-10150000
27878;-10150000
28984;-10150000
21853;-10150000
22137;-10150000
21717;-10150000
27858;-10150000
28894;-10150000
27847;-10150000
21724;-10150000
21343;-10150000
27866;-10150000
28827;-10150000
28397;-10150000
25572;-11270000
29172;-11270000
29219;-11270000
29378;-11270000
26013;-11270000
20982;-11270000
26379;-11270000
26922;-11270000
26840;-11270000
26425;-11270000
26771;-11270000
21048;-11270000
26599;-11270000
28584;-11270000
